"taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory"								
"2303212	Enaeta cylleniformis (G.B.Sowerby I"	" 1844)	2303212	Enaeta cylleniformis (G.B.Sowerby I"	" 1844)	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Neogastropoda	982	Volutidae	6767	Enaeta	2303208	Enaeta cylleniformis	2303212	NE"						
"2303984	Dolicholatirus Bellardi"	" 1884	2303984	Dolicholatirus Bellardi"	" 1884	1	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Neogastropoda	982	Dolicholatiridae	11134259	Dolicholatirus	2303984			"						
"2346161	Monothrix Ogilby"	" 1897	2346161	Monothrix Ogilby"	" 1897	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Ophidiiformes	1308	Bythitidae	4220	Monothrix	2346161			NE"						
"2688844	Mastigolejeunea auriculata (Wilson) Schiffn.	9677310	Thysananthus auriculatus (Wilson & Hook.) Sukkharak & Gradst.	1	SPECIES	SYNONYM	Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Porellales	377	Lejeuneaceae	6118	Thysananthus	2688890	Thysananthus auriculatus	9677310	NE"								
"3084939	Alternanthera sessilis (L.) DC.	3084939	Alternanthera sessilis (L.) DC.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Amaranthaceae	3064	Alternanthera	3084921	Alternanthera sessilis	3084939	LC"								
"3545961	Bactrospora denticulata (Vain.) Egea & Torrente	3545961	Bactrospora denticulata (Vain.) Egea & Torrente	2	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Arthoniomycetes	313	Arthoniales	1273	Roccellaceae	8359	Bactrospora	2592867	Bactrospora denticulata	3545961	NE"								
"4283622	Agaricia agaricites purpurea (Leaueur"	" 1821)	4283622	Agaricia agaricites purpurea (Leaueur"	" 1821)	1	SUBSPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206	Scleractinia	714	Agariciidae	3932	Agaricia	2260501	Agaricia agaricites	2260503	"						
"5960287	Leiocephalus carinatus granti Rabb"	" 1957	5960287	Leiocephalus carinatus granti Rabb"	" 1957	72	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Reptilia	358	Squamata	715	Leiocephalidae	7408068	Leiocephalus	2449813	Leiocephalus carinatus	5224691	"						
"6101217	Circus hudsonius (Linnaeus"	" 1766)	5229175	Circus cyaneus hudsonius (Linnaeus"	" 1766)	94	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Circus	2480481	Circus cyaneus	2480487	LC"						
"6181772	Cypraea spurca acicularis Gmelin"	" 1791	9772124	Naria acicularis (Gmelin"	" 1791)	2	SUBSPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Littorinimorpha	7390893	Cypraeidae	2675	Naria	4628849	Naria acicularis	9772124	"						
"637	Decapoda	637	Decapoda	226	ORDER	ACCEPTED	Animalia	1	Arthropoda	54	Malacostraca	229	Decapoda	637							"								
"1806872	Pareuchaetes insulata Walker"	" 1855	1806872	Pareuchaetes insulata Walker"	" 1855	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Arctiidae	4548	Pareuchaetes	1806869	Pareuchaetes insulata	1806872	NE"						
"1864352	Erinnyis obscura Fabricius"	" 1775	1864352	Erinnyis obscura Fabricius"	" 1775	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Sphingidae	8868	Erinnyis	1864315	Erinnyis obscura	1864352	NE"						
"2211767	Carpias serricaudus (Menzies & Glynn"	" 1968)	2211767	Carpias serricaudus (Menzies & Glynn"	" 1968)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Malacostraca	229	Isopoda	643	Janiridae	5368	Carpias	2211761	Carpias serricaudus	2211767	NE"						
"2293587	Fissurella barbadensis (Gmelin"	" 1791)	2293587	Fissurella barbadensis (Gmelin"	" 1791)	20	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Lepetellida	9799313	Fissurellidae	6810	Fissurella	2293577	Fissurella barbadensis	2293587	NE"						
"2374069	Acanthocybium solandri (Cuvier"	" 1832)	2374069	Acanthocybium solandri (Cuvier"	" 1832)	10	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Scombridae	8596	Acanthocybium	2374068	Acanthocybium solandri	2374069	LC"						
"2381870	Psenes cyanophrys Valenciennes"	" 1833	2381870	Psenes cyanophrys Valenciennes"	" 1833	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Nomeidae	8548	Psenes	2381860	Psenes cyanophrys	2381870	LC"						
"2389514	Malacoctenus gilli (Steindachner"	" 1867)	2389514	Malacoctenus gilli (Steindachner"	" 1867)	7	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Labrisomidae	4280	Malacoctenus	2389490	Malacoctenus gilli	2389514	LC"						
"2609313	Pyxine endoleuca (Müll.Arg.) Vain.	2609311	Pyxine petricola Nyl.	1	SPECIES	SYNONYM	Fungi	5	Ascomycota	95	Lecanoromycetes	180	Caliciales	10861608	Caliciaceae	4115	Pyxine	10958708	Pyxine petricola	2609311	NE"								
"2984047	Galactia striata (Jacq.) Urb.	2984047	Galactia striata (Jacq.) Urb.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Galactia	2983979	Galactia striata	2984047	NE"								
"3067891	Euphorbia prostrata Aiton	3067891	Euphorbia prostrata Aiton	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Euphorbiaceae	4691	Euphorbia	11397237	Euphorbia prostrata	3067891	NE"								
"5391763	Bidens cynapiifolia Kunth	5391763	Bidens cynapiifolia Kunth	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Bidens	3105856	Bidens cynapiifolia	5391763	NE"								
"2171214	Plexippus paykulli (Audouin"	" 1826)	2171214	Plexippus paykulli (Audouin"	" 1826)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Salticidae	5644	Plexippus	2171194	Plexippus paykulli	2171214	NE"						
"2297197	Succinea Draparnaud"	" 1801	2297197	Succinea Draparnaud"	" 1801	45	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Stylommatophora	1456	Succineidae	6531	Succinea	2297197			NE"						
"2393654	Scarus iseri (Bloch"	" 1789)	2393654	Scarus iseri (Bloch"	" 1789)	12	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Scaridae	4504	Scarus	2371535	Scarus iseri	2393654	LC"						
"5222262	Tropidophis melanurus caymanensis Battersby"	" 1938	5222259	Tropidophis caymanensis Battersby"	" 1938	3	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Reptilia	358	Squamata	715	Tropidophiidae	5020	Tropidophis	2450287	Tropidophis caymanensis	5222259	CR"						
"5714304	Danaus eresimus tethys Forbes"	" 1943	5714304	Danaus eresimus tethys Forbes"	" 1943	1	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Danaus	5133087	Danaus eresimus	5714302	"						
"6487552	Minutella bruntoni Hoffmann & Lüter"	" 2010	6487552	Minutella bruntoni Hoffmann & Lüter"	" 2010	1	SPECIES	ACCEPTED	Animalia	1	Brachiopoda	110	Rhynchonellata	210	Thecideida	855	Thecidellinidae	9300	Minutella	6487549	Minutella bruntoni	6487552	NE"						
"8667083	Biemna Gray"	" 1867	8667083	Biemna Gray"	" 1867	1	GENUS	ACCEPTED	Animalia	1	Porifera	105	Demospongiae	199	Biemnida	8248299	Biemnidae	4350919	Biemna	8667083			"						
"52	Mollusca	52	Mollusca	421	PHYLUM	ACCEPTED	Animalia	1	Mollusca	52											NE"								
"2671	Hydrobiidae	2671	Hydrobiidae	1	FAMILY	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Littorinimorpha	7390893	Hydrobiidae	2671					NE"								
"8207	Isididae	8207	Isididae	11	FAMILY	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206	Alcyonacea	1437	Isididae	8207					"								
"1341976	Apis mellifera Linnaeus"	" 1758	1341976	Apis mellifera Linnaeus"	" 1758	14	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Apidae	4334	Apis	1334757	Apis mellifera	1341976	NE"						
"1863856	Pachylia ficus Linnaeus"	" 1758	1863856	Pachylia ficus Linnaeus"	" 1758	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Sphingidae	8868	Pachylia	1863852	Pachylia ficus	1863856	NE"						
"2264066	Pterogorgia citrina (Esper"	" 1792)	2264066	Pterogorgia citrina (Esper"	" 1792)	1	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206	Alcyonacea	1437	Gorgoniidae	8198	Pterogorgia	2264060	Pterogorgia citrina	2264066	NE"						
"2289580	Octopus briareus Robson"	" 1929	2289580	Octopus briareus Robson"	" 1929	14	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Cephalopoda	136	Octopoda	459	Octopodidae	6835	Octopus	2289226	Octopus briareus	2289580	LC"						
"2356835	Sargocentron coruscum (Poey"	" 1860)	2356835	Sargocentron coruscum (Poey"	" 1860)	9	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Beryciformes	499	Holocentridae	7195	Sargocentron	2356717	Sargocentron coruscum	2356835	LC"						
"2385404	Chaetodon sedentarius Poey"	" 1860	2385404	Chaetodon sedentarius Poey"	" 1860	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Chaetodontidae	8517	Chaetodon	2369550	Chaetodon sedentarius	2385404	LC"						
"2925370	Volkameria aculeata L.	2925370	Volkameria aculeata L.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lamiaceae	2497	Volkameria	2925631	Volkameria aculeata	2925370	LC"								
"4221994	Erechtites hieraciifolia (L.) Raf. ex DC.	4221994	Erechtites hieraciifolia (L.) Raf. ex DC.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Erechtites	3132453	Erechtites hieraciifolia	4221994	NE"								
"4305134	Chiton squamosus Linnaeus"	" 1764	4305134	Chiton squamosus Linnaeus"	" 1764	14	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Polyplacophora	346	Chitonida	8278247	Chitonidae	9104	Chiton	2306114	Chiton squamosus	4305134	NE"						
"4340890	Davidaster discoideus (Carpenter"	" 1888)	4340890	Davidaster discoideus (Carpenter"	" 1888)	1	SPECIES	ACCEPTED	Animalia	1	Echinodermata	50	Crinoidea	215	Comatulida	812	Comatulidae	7521278	Davidaster	4340889	Davidaster discoideus	4340890	NE"						
"5301960	Alpinia purpurata (Vieill.) K.Schum.	5301960	Alpinia purpurata (Vieill.) K.Schum.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Zingiberales	627	Zingiberaceae	4687	Alpinia	5301253	Alpinia purpurata	5301960	NE"								
"5357217	Parkinsonia aculeata L.	5357217	Parkinsonia aculeata L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Parkinsonia	2964820	Parkinsonia aculeata	5357217	LC"								
"6500384	Volvarina ceciliae Espinosa & Ortea"	" 1999	6500384	Volvarina ceciliae Espinosa & Ortea"	" 1999	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Neogastropoda	982	Marginellidae	2689	Volvarina	2304051	Volvarina ceciliae	6500384	NE"						
"7191328	Chordeiles gundlachii gundlachii	2497031	Chordeiles gundlachii Lawrence"	" 1857	1	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Caprimulgiformes	8510645	Caprimulgidae	5225	Chordeiles	2497027	Chordeiles gundlachii	2497031	"							
"11049013	Wittmackia caymanensis Britton ex L.B.Sm.	11049013	Wittmackia caymanensis Britton ex L.B.Sm.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Bromeliaceae	3740	Wittmackia	2693687	Wittmackia caymanensis	11049013	CR"								
"1864319	Erinnyis oenotrus Stoll"	" 1780	1864319	Erinnyis oenotrus Stoll"	" 1780	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Sphingidae	8868	Erinnyis	1864315	Erinnyis oenotrus	1864319	NE"						
"2265096	Millepora complanata Lamarck"	" 1816	2265096	Millepora complanata Lamarck"	" 1816	4	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Hydrozoa	205	Anthoathecata	838	Milleporidae	7000	Millepora	1004776	Millepora complanata	2265096	LC"						
"2286678	Pisidium C.Pfeiffer"	" 1821	2286678	Pisidium C.Pfeiffer"	" 1821	4	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Sphaeriida	10495862	Sphaeriidae	3247675	Pisidium	2286678			NE"						
"2347024	Astronesthes macropogon Goodyear & Gibbs"	" 1970	2347024	Astronesthes macropogon Goodyear & Gibbs"	" 1970	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Stomiiformes	774	Stomiidae	2225	Astronesthes	2347002	Astronesthes macropogon	2347024	LC"						
"2384218	Halichoeres cyanocephalus (Bloch"	" 1791)	2384218	Halichoeres cyanocephalus (Bloch"	" 1791)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Labridae	8535	Halichoeres	2381823	Halichoeres cyanocephalus	2384218	LC"						
"2394238	Sphyraena picudilla Poey"	" 1860	2394238	Sphyraena picudilla Poey"	" 1860	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Sphyraenidae	5069	Sphyraena	2369201	Sphyraena picudilla	2394238	NE"						
"2420875	Isistius brasiliensis (Quoy & Gaimard"	" 1824)	2420875	Isistius brasiliensis (Quoy & Gaimard"	" 1824)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Elasmobranchii	121	Squaliformes	883	Dalatiidae	5875	Isistius	2420872	Isistius brasiliensis	2420875	LC"						
"2480331	Pluvialis fulva (Gmelin"	" 1789)	2480331	Pluvialis fulva (Gmelin"	" 1789)	80	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Charadriidae	2480210	Pluvialis	2480326	Pluvialis fulva	2480331	LC"						
"2489895	Dendroica tigrina (J.F.Gmelin"	" 1789)	6093357	Setophaga tigrina (J.F.Gmelin"	" 1789)	11	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga tigrina	6093357	LC"						
"3068495	Euphorbia mesembryanthemifolia Jacq.	3068495	Euphorbia mesembryanthemifolia Jacq.	21	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Euphorbiaceae	4691	Euphorbia	11397237	Euphorbia mesembryanthemifolia	3068495	LC"								
"3190177	Amyris P.Browne	3190177	Amyris P.Browne	1	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Rutaceae	2396	Amyris	3190177			NE"								
"5178637	Sergia splendens (Sund"	" 1920)	9668026	Gardinerosergia splendens (Sund"	" 1920)	2	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Malacostraca	229	Decapoda	637	Sergestidae	7010	Gardinerosergia	9219735	Gardinerosergia splendens	9668026	NE"						
"5380041	Ricinus communis L.	5380041	Ricinus communis L.	7	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Euphorbiaceae	4691	Ricinus	9188216	Ricinus communis	5380041	NE"								
"5401729	Ageratum maritimum Kunth	5401729	Ageratum maritimum Kunth	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Ageratum	3138550	Ageratum maritimum	5401729	NE"								
"7341800	Setophaga dominica (Linnaeus"	" 1766)	7341800	Setophaga dominica (Linnaeus"	" 1766)	1270	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga dominica	7341800	LC"						
"2298481	Chrysallida Carpenter"	" 1856	2298481	Chrysallida Carpenter"	" 1856	1	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225			Pyramidellidae	6783	Chrysallida	2298481			"						
"2302893	Coralliophila aberrans (C.B.Adams"	" 1850)	2302893	Coralliophila aberrans (C.B.Adams"	" 1850)	2	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Neogastropoda	982	Muricidae	2304120	Coralliophila	2302886	Coralliophila aberrans	2302893	NE"						
"2304052	Volvarina albolineata (d'Orbigny"	" 1842)	2304052	Volvarina albolineata (d'Orbigny"	" 1842)	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Neogastropoda	982	Marginellidae	2689	Volvarina	2304051	Volvarina albolineata	2304052	NE"						
"2382539	Haemulon plumieri (Lacepède"	" 1801)	2382537	Haemulon plumierii (Lacepède"	" 1801)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Haemulidae	4276	Haemulon	2382500	Haemulon plumierii	2382537	LC"						
"2407107	Balistes capriscus Gmelin"	" 1789	2407107	Balistes capriscus Gmelin"	" 1789	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Tetraodontiformes	772	Balistidae	5899	Balistes	2333511	Balistes capriscus	2407107	VU"						
"2489932	Dendroica petechia (Linnaeus"	" 1766)	7341834	Setophaga petechia (Linnaeus"	" 1766)	20	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga petechia	7341834	LC"						
"2490494	Pheucticus ludovicianus (Linnaeus"	" 1766)	2490494	Pheucticus ludovicianus (Linnaeus"	" 1766)	144	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cardinalidae	9285	Pheucticus	2490486	Pheucticus ludovicianus	2490494	LC"						
"2928789	Cestrum diurnum L.	2928789	Cestrum diurnum L.	6	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Solanales	1176	Solanaceae	7717	Cestrum	2928784	Cestrum diurnum	2928789	LC"								
"3188725	Lagerstroemia indica L.	3188725	Lagerstroemia indica L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Lythraceae	6684	Lagerstroemia	3188723	Lagerstroemia indica	3188725	LC"								
"5192089	Elysia ornata (Swainson"	" 1840)	5192089	Elysia ornata (Swainson"	" 1840)	2	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225			Plakobranchidae	3243610	Elysia	11281146	Elysia ornata	5192089	NE"						
"11092132	Neoniphon vexillarium (Poey"	" 1860)	2356787	Sargocentron vexillarium (Poey"	" 1860)	5	SPECIES	SYNONYM	Animalia	1	Chordata	44	Actinopterygii	204	Beryciformes	499	Holocentridae	7195	Sargocentron	2356717	Sargocentron vexillarium	2356787	LC"						
"2239193	Ircinia felix (Duchassaing & Michelotti"	" 1864)	2239193	Ircinia felix (Duchassaing & Michelotti"	" 1864)	6	SPECIES	ACCEPTED	Animalia	1	Porifera	105	Demospongiae	199	Dictyoceratida	1009	Irciniidae	3898	Ircinia	2239027	Ircinia felix	2239193	NE"						
"2259687	Dendrophyllia alternata Pourtalès"	" 1880	2259687	Dendrophyllia alternata Pourtalès"	" 1880	1	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206	Scleractinia	714	Dendrophylliidae	8186	Dendrophyllia	2259675	Dendrophyllia alternata	2259687	NE"						
"2333604	Dactylopterus Lacepède"	" 1801	2333604	Dactylopterus Lacepède"	" 1801	2	GENUS	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Scorpaeniformes	590	Dactylopteridae	8624	Dactylopterus	2333604			NE"						
"2369225	Tylosurus Cocco"	" 1833	2369225	Tylosurus Cocco"	" 1833	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Beloniformes	498	Belonidae	7190	Tylosurus	2369225			NE"						
"2406187	Diaphus problematicus Parr"	" 1928	2406187	Diaphus problematicus Parr"	" 1928	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Myctophiformes	1306	Myctophidae	4217	Diaphus	2406168	Diaphus problematicus	2406187	LC"						
"3878610	Zuelania guidonia (Sw.) Britton & Millsp.	7880202	Casearia icosandra (Sw.) Planch. & Triana ex Hemsl.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Salicaceae	6664	Casearia	2874105	Casearia icosandra	7880202	NE"								
"6530915	Spondylus tenuis Schreibers"	" 1793	6530915	Spondylus tenuis Schreibers"	" 1793	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Pectinida	9250425	Spondylidae	6868	Spondylus	2285804	Spondylus tenuis	6530915	NE"						
"10510138	Mimoschinia rufofascialis Stephens"	" 1834	10510138	Mimoschinia rufofascialis Stephens"	" 1834	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Pyralidae	5336	Mimoschinia	4704755	Mimoschinia rufofascialis	10510138	NE"						
"10845677	Lucapina Gray"	" 1835	10845677	Lucapina Gray"	" 1835	3	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Lepetellida	9799313	Fissurellidae	6810	Lucapina	10845677			"						
"2112642	Cletocamptus deitersi (Richard"	" 1897)	2112642	Cletocamptus deitersi (Richard"	" 1897)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Hexanauplia	9421786	Harpacticoida	1415	Canthocamptidae	9090	Cletocamptus	2112221	Cletocamptus deitersi	2112642	NE"						
"2249252	Svenzea cristinae Alvarez"	 van Soest & Rützler	" 2002	2249252	Svenzea cristinae Alvarez"	 van Soest & Rützler	" 2002	3	SPECIES	ACCEPTED	Animalia	1	Porifera	105	Demospongiae	199	Scopalinida	8041835	Scopalinidae	6786740	Svenzea	2249249	Svenzea cristinae	2249252	NE"				
"2286973	Leporimetis intastriata (Say"	" 1826)	8379211	Leporimetis ephippium (Spengler"	" 1798)	5	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Bivalvia	137	Cardiida	9529005	Tellinidae	3448	Leporimetis	2286972	Leporimetis ephippium	8379211	NE"						
"2950376	Chamaecrista lineata (Sw.) Greene	2950376	Chamaecrista lineata (Sw.) Greene	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Chamaecrista	2949492	Chamaecrista lineata	2950376	LC"								
"4267702	Oolithotus Reinhardt"	" 1968	4267702	Oolithotus Reinhardt"	" 1968	33	GENUS	ACCEPTED	Chromista	4	Haptophyta	70	Prymnesiophyceae	258	Coccolithales	8221594	Calcidiscaceae	4378066	Oolithotus	4267702			"						
"5178699	Stenorhynchus seticornis (Herbst"	" 1788)	5178699	Stenorhynchus seticornis (Herbst"	" 1788)	19	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Malacostraca	229	Decapoda	637	Inachoididae	3872	Stenorhynchus	2226577	Stenorhynchus seticornis	5178699	NE"						
"7193805	Scopelogadus mizolepis mizolepis	4284347	Scopelogadus mizolepis (Günther"	" 1878)	1	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Actinopterygii	204	Stephanoberyciformes	890	Melamphaidae	5906	Scopelogadus	2410321	Scopelogadus mizolepis	4284347	"							
"11172140	Hemitrochus lewisiana (Pilsbry"	" 1942)	11172140	Hemitrochus lewisiana (Pilsbry"	" 1942)	2	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Stylommatophora	1456	Cepolidae	4257	Hemitrochus	2296214	Hemitrochus lewisiana	11172140	NE"						
"1322635	Pheidole megacephala (Fabricius"	" 1793)	1322635	Pheidole megacephala (Fabricius"	" 1793)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Pheidole	1321654	Pheidole megacephala	1322635	NE"						
"1790248	Melipotis famelica Guenée"	" 1852	1790248	Melipotis famelica Guenée"	" 1852	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Noctuidae	7015	Melipotis	1790228	Melipotis famelica	1790248	NE"						
"2226233	Synalpheus Bate"	" 1888	2226233	Synalpheus Bate"	" 1888	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Malacostraca	229	Decapoda	637	Alpheidae	4472	Synalpheus	2226233			"						
"2259228	Phacelocyathus flos (Pourtalès"	" 1878)	2259228	Phacelocyathus flos (Pourtalès"	" 1878)	10	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206	Scleractinia	714	Caryophylliidae	11260974	Phacelocyathus	2259227	Phacelocyathus flos	2259228	NE"						
"2279504	Euapta lappa (J.Müller"	" 1850)	2279504	Euapta lappa (J.Müller"	" 1850)	3	SPECIES	ACCEPTED	Animalia	1	Echinodermata	50	Holothuroidea	222	Apodida	1481	Synaptidae	5616	Euapta	2279503	Euapta lappa	2279504	NE"						
"2286892	Tellina fausta Pulteney"	" 1799	8861599	Johnsonella fausta (Pulteney"	" 1799)	7	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Bivalvia	137	Cardiida	9529005	Tellinidae	3448	Johnsonella	3248152	Johnsonella fausta	8861599	NE"						
"2293535	Hemitoma Swainson"	" 1840	2293535	Hemitoma Swainson"	" 1840	2	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Lepetellida	9799313	Fissurellidae	6810	Hemitoma	2293535			"						
"2299813	Nanobalcis worsfoldi Warén"	" 1990	2299813	Nanobalcis worsfoldi Warén"	" 1990	4	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Littorinimorpha	7390893	Eulimidae	6759	Nanobalcis	2299812	Nanobalcis worsfoldi	2299813	NE"						
"2443057	Trachemys decussata (Gray"	" 1831)	2443057	Trachemys decussata (Gray"	" 1831)	20	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Reptilia	358	Testudines	793	Emydidae	5465	Trachemys	2442941	Trachemys decussata	2443057	NE"						
"2643305	Halimeda cryptica Conlivaux & E.A.Graham"	" 1964	2643305	Halimeda cryptica Conlivaux & E.A.Graham"	" 1964	1	SPECIES	ACCEPTED	Plantae	6	Chlorophyta	36	Ulvophyceae	195	Bryopsidales	625	Halimedaceae	8778	Halimeda	2643252	Halimeda cryptica	2643305	NE"						
